latitude,longitude,avg_temperature,rainfall_mm,humidity_percent,wind_speed_kmph,atmospheric_pressure_hpa,soil_moisture_percent,seismic_activity_richter,elevation_meters,month
-0.8963227836464941,-0.4969179855640419,0.08913999031461606,-0.40118504866975824,0.38177682517046224,-0.2333151101503396,-2.5566415511043497,-0.29641534153820703,1.568860020401023,3.2510961234525753,1.0242700196503367
0.7042991371066821,-1.5095259037210604,1.4400044428236332,-0.612664371913895,-1.340745089297401,-0.5640254575918502,1.163603431794427,-1.502543963949384,-0.7082887658649004,0.14694341522381216,0.44127154526344115
1.3592729092551403,-1.0593669299501631,-0.20236233891101407,-0.612664371913895,-0.44649966987153156,-0.3435518926308431,0.5870742385381824,-0.05676112014706106,-0.6715605596348049,-0.3795407464875617,0.7327707824568889
-0.7205059761247151,-0.8907794152868308,-0.5080842939525284,1.9658168581590614,1.492253718965702,-0.274913895992039,-0.7889812887620941,1.145438744536392,0.02627535873701041,2.872403867150872,0.7327707824568889
0.12721270308822258,-0.24533177846076365,0.15312830648609574,-0.39648550815322187,0.48439515198982425,-0.6368233328148242,0.8209492886326999,-0.28855782608275976,1.4586754017107366,1.2205581763607314,0.44127154526344115
-1.0901678921583575,0.6985380800587844,0.0180418612351941,-0.575068047781604,-0.2632526576940992,-0.5182667931659808,-0.3593038711465932,-0.3199878879045493,-0.341006703563945,-0.2740871057575844,1.6072684940372322
0.13498143323854273,0.10638975083511075,-0.17392308727924516,1.1433972677651962,1.184398738507616,-0.5224266717501508,-1.1207575226171032,1.4597393627542883,0.8342958957991123,0.7479115610939061,-0.7247254035103499
-0.3152913965361043,1.0531067308334467,0.6437053971341075,1.5177939955825939,1.008481606817281,3.7788877842815713,-3.2038771548542817,0.8507819149571142,-0.5613759409445183,-0.8008326147817958,0.1497723080699934
0.7311232793885253,1.618424934559753,-0.5649627972160661,-0.575068047781604,-0.4904789527941154,-0.2853135924524639,0.4511003722041627,0.3557584412639278,-0.41446311602413605,0.04893817290970681,-0.14172692912345436
-0.015959665683560418,0.7719857290795238,1.1271726748741766,-0.5891666693312132,-1.7255638148700092,0.11819463021202063,0.4456614175508069,-1.3375361393849885,-0.5613759409445183,0.38581485915739167,0.44127154526344115
